Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Adresse,Strasse,Hausnummer,Postleitzahl,Ort,URL_Zugang,Traegername,Traegerart,POC_Vorname,POC_Nachname,POC_Funktion_Arbeitsschwerpunkt,POC_Telefon_Vorwahl,POC_Telefon_Rufnummer,POC_Telefon_Durchwahl,POC_Fax_Vorwahl,POC_Fax_Rufnummer,POC_Fax_Durchwahl,POC_Email,year
Diakonissenkrankenhaus Flensburg,2020-11-12,260100023,01,NA,"Knuthstr., 1, 24939, Flensburg",Knuthstr.,1,24939,Flensburg,https://www.diako-krankenhaus.de/,Ev.-Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,Stephan,Jatzkowski,Risiko- und Qualitätsmanager,0461,812,2127,0461,812,2129,jatzkowskist@diako.de,2019
Ev.-luth. Diakonissenanstalt Psychiatrische Tagesklinik für Ältere,2020-11-12,260100023,05,NA,"Marienhölzungsweg, 8, 24939, Flensburg",Marienhölzungsweg,8,24939,Flensburg,https://www.diako-nf.de/unsere-angebote/flensburger-fachklinik-fuer-psychiatrie-psychosomatik-psychotherapie/tk-fuer-aeltere/,Ev.-Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,Frank,Helmig,Chefarzt,0461,812,1701,0461,812,1790,psychiatrie@diako.de,2019
Ev.-luth. Diakonissenanstalt Tagesklinik für Psychosomatik,2020-11-12,260100023,06,NA,"Nehrongsallee, 5, 24939, Flensburg",Nehrongsallee,5,24939,Flensburg,https://www.diako-nf.de/unsere-angebote/flensburger-fachklinik-fuer-psychiatrie-psychosomatik-psychotherapie/tk-fuer-psychosomatik/,Ev.-Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,Frank,Helmig,Chefarzt,0461,812,1701,0461,812,1790,psychiatrie@diako.de,2019
Ev.-luth. Diakonissenanstalt Kinder- und Jugendpsychiatrie,2020-12-03,260100023,07,NA,"Marienhölzungsweg, 68, 24939, Flensburg",Marienhölzungsweg,68,24939,Flensburg,https://www.diako-krankenhaus.de/kliniken-und-zentren/kliniken/kinder-und-jugendpsychiatrie/ueberblick/,Ev.-Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,Stephan,Jatzkowski,Qualitätsmanager,0461,812,2127,0461,812,2129,jatzkowskist@diako.de,2019
Diakonissenkrankenhaus Flensburg,2020-11-13,260100023,99,NA,"Knuthstr, 1, 24939, Flensburg",Knuthstr,1,24939,Flensburg,https://www.diako-krankenhaus.de/,Ev.-Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,Stephan,Jatzkowski,Qualitätsmanagement,0461,812,2127,0461,812,2129,jatzkowskist@diako.de,2019
Malteser Krankenhaus St. Franziskus-Hospital,2020-11-03,260100034,01,NA,"Waldstraße, 17, 24939, Flensburg",Waldstraße,17,24939,Flensburg,http://www.malteser-franziskus.de/,Malteser Norddeutschland gGmbH,freigemeinnützig,Klaus,Deitmaring,Geschäftsführer,0461,816,2212,0461,816,2012,Klaus.Deitmaring@malteser.org,2019
Malteser Krankenhaus St. Franziskus-Hospital - Geriatrische Tagesklinik,2020-11-02,260100034,02,NA,"Am Damm, 1, 24837, Schleswig",Am Damm,1,24837,Schleswig,http://www.malteser-franziskus.de/medizin-pflege/klinik-fuer-geriatrie-fruehrehabilitation/geriatrische-tagesklinik-in-schleswig.html,Malteser Norddeutschland gGmbH,freigemeinnützig,Klaus,Deitmaring,Geschäftsführer,0461,816,2212,0461,816,2012,Klaus.Deitmaring@malteser.org,2019
Malteser Krankenhaus St. Franziskus-Hospital,2020-11-09,260100034,99,NA,"Waldstraße, 17, 24939, Flensburg",Waldstraße,17,24939,Flensburg,http://www.malteser-franziskus.de/,Malteser Norddeutschland gGmbH,freigemeinnützig,Klaus,Deitmaring,Geschäftsführer,0461,816,2212,0461,816,2012,Klaus.Deitmaring@malteser.org,2019
Park-Klinik GmbH,2020-10-27,260100147,00,NA,"Goethestrasse, 11, 24116, Kiel",Goethestrasse,11,24116,Kiel,http://www.park-klinik.de,Park-Klinik GmbH,privat,Joachim,Bauer,Geschäftsführer,0431,5909,0,0431,5909,111,j.bauer@park-klinik.de,2019
Lubinus Clinicum,2020-12-10,260100170,01,NA,"Steenbeker Weg, 25, 24106, Kiel",Steenbeker Weg,25,24106,Kiel,http://www.lubinus-stiftung.de,Lubinus-Stiftung,freigemeinnützig,Manfred,Volmer,Kaufmännischer Vorstand,0431,388,8121,0431,388,81290,m.volmer@lubinus-stiftung.de,2019
